data,conta,categoria,subcategoria,tipo,valor,centro_custo,descricao
2024-11-26,Papaya,Receita de Serviços,BPO Financeiro,Receita,5707,Comercial,Mensalidade
2024-04-24,Mdias,Marketing,Eventos,Despesa,4779,Comercial,Lançamento
2024-05-02,Papaya,Receita de Serviços,Contabilidade,Receita,5122,Marketing,Mensalidade
2024-09-03,Zov,Impostos,CSLL,Despesa,1968,Marketing,Lançamento
2024-05-04,Mdias,Receita de Serviços,Certificado Digital,Receita,3810,RH,Mensalidade
2024-04-25,Papaya,Receita de Serviços,Certificado Digital,Receita,10463,Operacional,Mensalidade
2024-12-24,Mdias,Marketing,Meta Ads,Despesa,9844,RH,Lançamento
2024-05-21,Papaya,Receita de Serviços,BPO Financeiro,Receita,7257,RH,Mensalidade
2024-06-10,Mdias,Receita de Serviços,BPO RH,Receita,8584,Marketing,Mensalidade
2024-07-24,Zov,Operacional,SaaS,Despesa,4433,Marketing,Lançamento
2024-08-27,Zov,Receita de Serviços,BPO RH,Receita,5584,Financeiro,Mensalidade
2024-12-03,Mdias,Pessoal,Benefícios,Despesa,3229,Marketing,Lançamento
2024-10-02,Papaya,Pessoal,Benefícios,Despesa,1487,Comercial,Lançamento
2024-05-22,Zov,Receita de Serviços,BPO RH,Receita,11250,Comercial,Mensalidade
2024-09-21,Mdias,Operacional,Infra,Despesa,4378,Operacional,Lançamento
2024-02-10,Zov,Pessoal,Salários,Despesa,7947,Marketing,Lançamento
2024-01-25,Mdias,Receita de Serviços,BPO RH,Receita,14532,Marketing,Mensalidade
2024-01-12,Mdias,Receita de Serviços,BPO RH,Receita,5665,Comercial,Mensalidade
2024-10-20,Zov,Receita de Serviços,Certificado Digital,Receita,11089,Marketing,Mensalidade
2024-12-12,Zov,Operacional,SaaS,Despesa,10455,Comercial,Lançamento
2024-01-20,Mdias,Operacional,SaaS,Despesa,9434,Operacional,Lançamento
2024-02-10,Mdias,Marketing,Agência,Despesa,5453,Financeiro,Lançamento
2024-05-15,Zov,Receita de Serviços,Certificado Digital,Receita,5403,Marketing,Mensalidade
2024-11-23,Zov,Receita de Serviços,BPO Financeiro,Despesa,535,Operacional,Lançamento
2024-06-17,Papaya,Impostos,INSS,Despesa,2954,Operacional,Lançamento
2024-07-19,Mdias,Receita de Serviços,Certificado Digital,Receita,19958,RH,Mensalidade
2024-11-05,Zov,Marketing,Eventos,Despesa,2429,Operacional,Lançamento
2024-02-24,Papaya,Marketing,Agência,Despesa,1158,Financeiro,Lançamento
2024-03-24,Mdias,Receita de Serviços,BPO RH,Despesa,3133,RH,Lançamento
2024-11-08,Mdias,Marketing,Meta Ads,Despesa,5364,Financeiro,Lançamento
2024-12-20,Papaya,Impostos,CSLL,Despesa,6752,Comercial,Lançamento
2024-03-14,Zov,Receita de Serviços,Certificado Digital,Receita,14423,Comercial,Mensalidade
2024-12-25,Papaya,Receita de Serviços,BPO RH,Receita,6461,Financeiro,Mensalidade
2024-06-21,Zov,Pessoal,Encargos,Despesa,780,RH,Lançamento
2024-02-14,Mdias,Receita de Serviços,BPO Financeiro,Receita,12552,Marketing,Mensalidade
2024-04-14,Zov,Receita de Serviços,BPO RH,Receita,7476,Marketing,Mensalidade
2024-08-11,Papaya,Impostos,CSLL,Despesa,11470,Marketing,Lançamento
2024-09-11,Papaya,Receita de Serviços,BPO RH,Receita,18740,Marketing,Mensalidade
2024-11-01,Mdias,Receita de Serviços,BPO Financeiro,Receita,17996,RH,Mensalidade
2024-12-04,Zov,Receita de Serviços,Certificado Digital,Receita,4398,Comercial,Mensalidade
2024-11-08,Zov,Receita de Serviços,BPO Financeiro,Receita,7101,RH,Mensalidade
2024-10-06,Papaya,Receita de Serviços,Certificado Digital,Receita,18545,Financeiro,Mensalidade
2024-11-03,Zov,Receita de Serviços,BPO RH,Receita,7420,Financeiro,Mensalidade
2024-05-17,Zov,Marketing,Google Ads,Despesa,2044,Operacional,Lançamento
2024-09-17,Papaya,Receita de Serviços,BPO RH,Receita,11200,Operacional,Mensalidade
2024-06-24,Papaya,Pessoal,Encargos,Despesa,7704,RH,Lançamento
2024-09-17,Papaya,Receita de Serviços,Certificado Digital,Receita,18864,Comercial,Mensalidade
2024-03-18,Papaya,Marketing,Google Ads,Despesa,1497,Operacional,Lançamento
2024-11-18,Mdias,Receita de Serviços,BPO RH,Receita,4133,Financeiro,Mensalidade
2024-10-21,Zov,Receita de Serviços,Certificado Digital,Despesa,5283,Operacional,Lançamento
2024-12-18,Mdias,Receita de Serviços,BPO RH,Receita,5152,RH,Mensalidade
2024-09-22,Zov,Receita de Serviços,Certificado Digital,Receita,11075,Financeiro,Mensalidade
2024-04-25,Mdias,Marketing,Agência,Despesa,10609,Operacional,Lançamento
2024-06-01,Papaya,Operacional,Fornecedor,Despesa,5657,Operacional,Lançamento
2024-03-17,Papaya,Operacional,Fornecedor,Despesa,8124,Marketing,Lançamento
2024-06-06,Mdias,Impostos,INSS,Despesa,7588,Marketing,Lançamento
2024-11-01,Zov,Receita de Serviços,Certificado Digital,Receita,16136,Marketing,Mensalidade
2024-10-12,Mdias,Receita de Serviços,Contabilidade,Receita,13253,RH,Mensalidade
2024-03-01,Papaya,Marketing,Agência,Despesa,3835,RH,Lançamento
2024-09-23,Papaya,Impostos,IRPJ,Despesa,5980,Marketing,Lançamento
2024-05-28,Papaya,Receita de Serviços,Contabilidade,Receita,4976,RH,Mensalidade
2024-05-14,Papaya,Pessoal,Benefícios,Despesa,7481,Financeiro,Lançamento
2024-07-18,Zov,Receita de Serviços,Contabilidade,Receita,7018,Operacional,Mensalidade
2024-02-07,Mdias,Marketing,Google Ads,Despesa,11085,RH,Lançamento
2024-11-24,Zov,Impostos,INSS,Despesa,6993,Comercial,Lançamento
2024-06-13,Mdias,Receita de Serviços,BPO RH,Receita,17070,Comercial,Mensalidade
2024-11-11,Zov,Pessoal,Salários,Despesa,552,RH,Lançamento
2024-01-23,Mdias,Operacional,SaaS,Despesa,5747,Comercial,Lançamento
2024-04-25,Mdias,Receita de Serviços,BPO Financeiro,Receita,16617,Marketing,Mensalidade
2024-11-05,Zov,Marketing,Agência,Despesa,6438,Comercial,Lançamento
2024-12-13,Zov,Operacional,Infra,Despesa,3342,RH,Lançamento
2024-03-14,Papaya,Impostos,DAS,Despesa,5998,Comercial,Lançamento
2024-06-18,Mdias,Receita de Serviços,BPO Financeiro,Receita,19875,RH,Mensalidade
2024-10-09,Papaya,Receita de Serviços,Contabilidade,Despesa,7680,Operacional,Lançamento
2024-06-05,Mdias,Receita de Serviços,BPO Financeiro,Receita,19083,Comercial,Mensalidade
2024-11-28,Papaya,Receita de Serviços,Contabilidade,Receita,3290,Comercial,Mensalidade
2024-06-22,Mdias,Receita de Serviços,BPO Financeiro,Receita,10367,Comercial,Mensalidade
2024-01-06,Mdias,Pessoal,Benefícios,Despesa,10789,Marketing,Lançamento
2024-02-03,Papaya,Pessoal,Benefícios,Despesa,4153,Marketing,Lançamento
2024-10-23,Papaya,Receita de Serviços,Certificado Digital,Receita,3710,RH,Mensalidade
2024-02-08,Zov,Receita de Serviços,BPO Financeiro,Receita,17272,RH,Mensalidade
2024-12-23,Mdias,Receita de Serviços,Certificado Digital,Receita,16346,Comercial,Mensalidade
2024-08-28,Mdias,Receita de Serviços,Certificado Digital,Receita,18323,Comercial,Mensalidade
2024-04-28,Zov,Marketing,Meta Ads,Despesa,2433,Comercial,Lançamento
2024-08-05,Zov,Impostos,DAS,Despesa,570,Marketing,Lançamento
2024-03-25,Papaya,Marketing,Meta Ads,Despesa,7796,Operacional,Lançamento
2024-10-23,Mdias,Receita de Serviços,Contabilidade,Receita,10119,RH,Mensalidade
2024-02-12,Zov,Pessoal,Benefícios,Despesa,9122,Financeiro,Lançamento
2024-11-23,Zov,Marketing,Meta Ads,Despesa,2174,Financeiro,Lançamento
2024-04-25,Papaya,Marketing,Meta Ads,Despesa,5260,Comercial,Lançamento
2024-05-21,Papaya,Receita de Serviços,BPO Financeiro,Receita,19952,Operacional,Mensalidade
2024-10-17,Mdias,Receita de Serviços,Contabilidade,Receita,18766,Marketing,Mensalidade
2024-11-20,Papaya,Marketing,Meta Ads,Despesa,8209,Operacional,Lançamento
2024-12-26,Zov,Receita de Serviços,BPO RH,Receita,19280,Marketing,Mensalidade
2024-02-05,Zov,Receita de Serviços,Contabilidade,Receita,17238,Comercial,Mensalidade
2024-01-22,Zov,Marketing,Meta Ads,Despesa,8356,RH,Lançamento
2024-10-17,Mdias,Impostos,DAS,Despesa,2880,Financeiro,Lançamento
2024-07-23,Mdias,Receita de Serviços,BPO Financeiro,Despesa,9929,Comercial,Lançamento
2024-11-17,Zov,Receita de Serviços,BPO Financeiro,Receita,12175,Operacional,Mensalidade
2024-03-25,Zov,Receita de Serviços,BPO RH,Receita,14307,Comercial,Mensalidade
2024-07-12,Zov,Pessoal,Benefícios,Despesa,9580,RH,Lançamento
2024-12-03,Zov,Receita de Serviços,BPO RH,Receita,7437,Marketing,Mensalidade
2024-05-25,Papaya,Receita de Serviços,BPO RH,Receita,19742,Comercial,Mensalidade
2024-03-16,Mdias,Receita de Serviços,BPO Financeiro,Despesa,5054,RH,Lançamento
2024-03-08,Mdias,Impostos,DAS,Despesa,6888,RH,Lançamento
2024-08-02,Zov,Operacional,SaaS,Despesa,6534,Financeiro,Lançamento
2024-06-28,Zov,Pessoal,Encargos,Despesa,2666,Comercial,Lançamento
2024-05-04,Zov,Receita de Serviços,BPO Financeiro,Receita,3239,Financeiro,Mensalidade
2024-12-14,Papaya,Pessoal,Benefícios,Despesa,570,RH,Lançamento
2024-05-18,Zov,Receita de Serviços,Contabilidade,Receita,8255,RH,Mensalidade
2024-02-02,Zov,Marketing,Eventos,Despesa,7258,RH,Lançamento
2024-10-19,Papaya,Receita de Serviços,BPO Financeiro,Receita,14041,Operacional,Mensalidade
2024-11-18,Zov,Operacional,Infra,Despesa,11583,Marketing,Lançamento
2024-08-12,Papaya,Operacional,Infra,Despesa,4835,Operacional,Lançamento
2024-01-15,Mdias,Pessoal,Benefícios,Despesa,9351,Comercial,Lançamento
2024-09-25,Zov,Impostos,CSLL,Despesa,11754,Financeiro,Lançamento
2024-01-11,Papaya,Receita de Serviços,BPO RH,Receita,7801,Financeiro,Mensalidade
2024-05-23,Mdias,Marketing,Meta Ads,Despesa,618,Marketing,Lançamento
2024-03-26,Zov,Impostos,DAS,Despesa,7683,Financeiro,Lançamento
2024-02-09,Zov,Operacional,Ferramentas,Despesa,5888,RH,Lançamento
2024-08-21,Mdias,Receita de Serviços,Certificado Digital,Receita,9729,Marketing,Mensalidade
2024-02-24,Papaya,Receita de Serviços,BPO RH,Receita,10093,Operacional,Mensalidade
2024-06-03,Mdias,Operacional,Ferramentas,Despesa,4177,RH,Lançamento
2024-07-01,Mdias,Pessoal,Benefícios,Despesa,6100,Financeiro,Lançamento
2024-10-24,Papaya,Marketing,Agência,Despesa,9957,RH,Lançamento
2024-09-09,Papaya,Receita de Serviços,Certificado Digital,Receita,11947,Comercial,Mensalidade
2024-09-02,Papaya,Receita de Serviços,BPO RH,Receita,7614,Marketing,Mensalidade
2024-11-26,Mdias,Receita de Serviços,BPO RH,Receita,3270,RH,Mensalidade
2024-08-28,Papaya,Receita de Serviços,Certificado Digital,Despesa,3584,Financeiro,Lançamento
2024-08-18,Papaya,Marketing,Meta Ads,Despesa,577,Marketing,Lançamento
2024-12-26,Zov,Impostos,CSLL,Despesa,3279,Operacional,Lançamento
2024-09-15,Papaya,Receita de Serviços,Contabilidade,Receita,2562,RH,Mensalidade
2024-05-23,Papaya,Receita de Serviços,BPO RH,Despesa,11126,Comercial,Lançamento
2024-12-27,Mdias,Operacional,Ferramentas,Despesa,4271,Comercial,Lançamento
2024-01-05,Papaya,Receita de Serviços,Contabilidade,Receita,4208,Comercial,Mensalidade
2024-11-05,Zov,Receita de Serviços,Certificado Digital,Receita,19275,RH,Mensalidade
2024-04-28,Papaya,Receita de Serviços,Certificado Digital,Receita,2694,Financeiro,Mensalidade
2024-03-06,Mdias,Receita de Serviços,BPO Financeiro,Receita,14510,Operacional,Mensalidade
2024-12-10,Papaya,Impostos,DAS,Despesa,1795,Comercial,Lançamento
2024-02-22,Mdias,Receita de Serviços,BPO RH,Despesa,2692,Operacional,Lançamento
2024-06-14,Papaya,Operacional,Infra,Despesa,3462,Comercial,Lançamento
2024-04-26,Papaya,Receita de Serviços,BPO Financeiro,Receita,3497,Financeiro,Mensalidade
2024-09-09,Papaya,Impostos,DAS,Despesa,9508,Marketing,Lançamento
2024-04-01,Papaya,Impostos,IRPJ,Despesa,10908,Financeiro,Lançamento
2024-03-14,Zov,Marketing,Meta Ads,Despesa,5977,Operacional,Lançamento
2024-12-11,Mdias,Receita de Serviços,Certificado Digital,Receita,6570,RH,Mensalidade
2024-03-02,Mdias,Receita de Serviços,Contabilidade,Receita,16490,Operacional,Mensalidade
2024-01-08,Papaya,Receita de Serviços,BPO RH,Receita,18143,Operacional,Mensalidade
2024-09-11,Papaya,Operacional,Fornecedor,Despesa,9850,Comercial,Lançamento
2024-01-16,Papaya,Receita de Serviços,Certificado Digital,Receita,15013,Comercial,Mensalidade
2024-06-23,Papaya,Receita de Serviços,Certificado Digital,Despesa,3087,Marketing,Lançamento
2024-05-18,Zov,Marketing,Eventos,Despesa,10634,Comercial,Lançamento
2024-03-19,Zov,Receita de Serviços,BPO RH,Receita,13567,Financeiro,Mensalidade
2024-04-04,Papaya,Pessoal,Benefícios,Despesa,9460,Financeiro,Lançamento
2024-07-27,Zov,Receita de Serviços,Contabilidade,Receita,8619,Marketing,Mensalidade
2024-12-24,Zov,Marketing,Eventos,Despesa,2896,Financeiro,Lançamento
2024-02-05,Mdias,Receita de Serviços,BPO RH,Receita,13968,Marketing,Mensalidade
2024-09-14,Papaya,Receita de Serviços,Certificado Digital,Despesa,5564,RH,Lançamento
2024-07-04,Papaya,Receita de Serviços,BPO Financeiro,Receita,15270,Financeiro,Mensalidade
2024-10-13,Papaya,Pessoal,Salários,Despesa,1906,RH,Lançamento
2024-08-23,Papaya,Receita de Serviços,BPO Financeiro,Despesa,9855,Marketing,Lançamento
2024-11-20,Papaya,Receita de Serviços,BPO RH,Receita,12110,Operacional,Mensalidade
2024-05-05,Zov,Receita de Serviços,BPO Financeiro,Receita,4983,Marketing,Mensalidade
2024-08-16,Mdias,Marketing,Meta Ads,Despesa,7008,RH,Lançamento
2024-12-24,Mdias,Receita de Serviços,BPO RH,Receita,6700,RH,Mensalidade
2024-01-16,Zov,Receita de Serviços,Certificado Digital,Receita,14489,Financeiro,Mensalidade
2024-02-03,Papaya,Receita de Serviços,BPO RH,Despesa,9023,Marketing,Lançamento
2024-06-04,Zov,Receita de Serviços,Certificado Digital,Receita,5802,RH,Mensalidade
2024-08-16,Zov,Receita de Serviços,Contabilidade,Receita,10989,Financeiro,Mensalidade
2024-09-17,Zov,Marketing,Google Ads,Despesa,2449,RH,Lançamento
2024-12-03,Papaya,Receita de Serviços,BPO RH,Receita,16287,Financeiro,Mensalidade
2024-12-21,Papaya,Operacional,Infra,Despesa,6807,Financeiro,Lançamento
2024-11-17,Mdias,Pessoal,Salários,Despesa,3201,Marketing,Lançamento
2024-02-27,Mdias,Pessoal,Encargos,Despesa,2023,Marketing,Lançamento
2024-11-20,Mdias,Pessoal,Salários,Despesa,11653,Financeiro,Lançamento
2024-05-19,Zov,Receita de Serviços,Certificado Digital,Receita,16900,RH,Mensalidade
2024-01-20,Zov,Receita de Serviços,Contabilidade,Receita,11169,Marketing,Mensalidade
2024-11-15,Mdias,Receita de Serviços,BPO Financeiro,Receita,10324,Marketing,Mensalidade
2024-01-13,Zov,Receita de Serviços,BPO RH,Despesa,1358,Marketing,Lançamento
2024-04-26,Zov,Impostos,DAS,Despesa,807,Marketing,Lançamento
2024-07-26,Zov,Operacional,SaaS,Despesa,6669,Operacional,Lançamento
2024-03-27,Papaya,Pessoal,Encargos,Despesa,9317,Marketing,Lançamento
2024-08-07,Zov,Impostos,INSS,Despesa,4574,Comercial,Lançamento
2024-12-06,Zov,Receita de Serviços,BPO Financeiro,Receita,19868,Financeiro,Mensalidade
2024-08-11,Papaya,Operacional,Fornecedor,Despesa,10600,Financeiro,Lançamento
2024-11-15,Papaya,Pessoal,Benefícios,Despesa,5602,Financeiro,Lançamento
2024-09-02,Papaya,Impostos,DAS,Despesa,2225,RH,Lançamento
2024-02-26,Papaya,Receita de Serviços,BPO RH,Despesa,2518,Financeiro,Lançamento
2024-11-15,Zov,Receita de Serviços,BPO Financeiro,Receita,7135,Financeiro,Mensalidade
2024-12-08,Zov,Pessoal,Salários,Despesa,8669,Marketing,Lançamento
2024-06-07,Zov,Marketing,Google Ads,Despesa,2421,Comercial,Lançamento
2024-11-06,Mdias,Receita de Serviços,Certificado Digital,Receita,19226,Marketing,Mensalidade
2024-08-25,Zov,Receita de Serviços,Certificado Digital,Receita,17364,Marketing,Mensalidade
2024-04-24,Zov,Receita de Serviços,BPO RH,Receita,10353,RH,Mensalidade
2024-01-04,Zov,Receita de Serviços,BPO RH,Receita,8393,Financeiro,Mensalidade
2024-01-23,Zov,Receita de Serviços,BPO Financeiro,Receita,8380,Marketing,Mensalidade
2024-05-10,Zov,Receita de Serviços,Contabilidade,Receita,18127,Financeiro,Mensalidade
2024-02-21,Papaya,Receita de Serviços,Certificado Digital,Receita,9711,Financeiro,Mensalidade
2024-08-13,Zov,Receita de Serviços,BPO RH,Receita,17949,RH,Mensalidade
2024-11-09,Mdias,Impostos,INSS,Despesa,2860,Financeiro,Lançamento
2024-05-24,Mdias,Marketing,Eventos,Despesa,227,Operacional,Lançamento
2024-02-28,Mdias,Receita de Serviços,BPO RH,Despesa,1012,Financeiro,Lançamento
2024-07-02,Papaya,Pessoal,Encargos,Despesa,3206,Financeiro,Lançamento
2024-03-25,Mdias,Pessoal,Encargos,Despesa,2123,Financeiro,Lançamento
2024-04-18,Mdias,Pessoal,Benefícios,Despesa,539,Comercial,Lançamento
2024-09-13,Papaya,Marketing,Eventos,Despesa,7595,Comercial,Lançamento
2024-10-27,Papaya,Marketing,Google Ads,Despesa,2444,Marketing,Lançamento
2024-02-13,Papaya,Receita de Serviços,BPO Financeiro,Receita,11677,RH,Mensalidade
2024-07-03,Mdias,Operacional,SaaS,Despesa,1340,Operacional,Lançamento
2024-07-19,Papaya,Impostos,INSS,Despesa,1092,Marketing,Lançamento
2024-10-13,Papaya,Marketing,Google Ads,Despesa,8595,Marketing,Lançamento
2024-09-20,Mdias,Impostos,CSLL,Despesa,6040,Financeiro,Lançamento
2024-08-24,Mdias,Receita de Serviços,Contabilidade,Receita,12610,Marketing,Mensalidade
2024-01-24,Papaya,Receita de Serviços,BPO RH,Receita,5738,Comercial,Mensalidade
2024-10-01,Zov,Receita de Serviços,BPO Financeiro,Receita,3040,Operacional,Mensalidade
2024-01-25,Zov,Receita de Serviços,Certificado Digital,Despesa,11071,Marketing,Lançamento
2024-01-20,Zov,Impostos,INSS,Despesa,2168,Financeiro,Lançamento
2024-12-25,Mdias,Receita de Serviços,Certificado Digital,Receita,11858,Operacional,Mensalidade
2024-12-08,Mdias,Operacional,SaaS,Despesa,9763,Comercial,Lançamento
2024-01-02,Zov,Receita de Serviços,BPO RH,Receita,10273,Comercial,Mensalidade
2024-04-19,Mdias,Pessoal,Salários,Despesa,9042,Marketing,Lançamento
2024-08-14,Zov,Receita de Serviços,Certificado Digital,Despesa,4895,Marketing,Lançamento
2024-08-04,Zov,Operacional,Fornecedor,Despesa,8816,Operacional,Lançamento
2024-02-28,Papaya,Operacional,Ferramentas,Despesa,7130,RH,Lançamento
2024-11-01,Papaya,Receita de Serviços,Certificado Digital,Receita,10847,Marketing,Mensalidade
2024-01-26,Papaya,Operacional,Infra,Despesa,9813,RH,Lançamento
2024-02-19,Mdias,Receita de Serviços,BPO RH,Receita,17974,Financeiro,Mensalidade
2024-01-02,Papaya,Operacional,Ferramentas,Despesa,5661,Financeiro,Lançamento
2024-07-04,Mdias,Receita de Serviços,Contabilidade,Receita,17795,Financeiro,Mensalidade
2024-05-08,Zov,Marketing,Google Ads,Despesa,7465,RH,Lançamento
2024-09-03,Papaya,Receita de Serviços,BPO Financeiro,Receita,13474,Financeiro,Mensalidade
2024-04-12,Zov,Receita de Serviços,Certificado Digital,Receita,2961,RH,Mensalidade
2024-08-18,Mdias,Marketing,Agência,Despesa,7517,Operacional,Lançamento
2024-08-07,Zov,Operacional,SaaS,Despesa,4977,Comercial,Lançamento
2024-09-28,Zov,Operacional,Infra,Despesa,6989,Comercial,Lançamento
2024-09-27,Zov,Receita de Serviços,BPO RH,Receita,3783,Marketing,Mensalidade
2024-11-12,Zov,Receita de Serviços,BPO Financeiro,Receita,14038,Comercial,Mensalidade
2024-03-09,Zov,Impostos,DAS,Despesa,6663,RH,Lançamento
2024-07-27,Papaya,Receita de Serviços,BPO Financeiro,Receita,11645,Marketing,Mensalidade
2024-08-06,Papaya,Receita de Serviços,Contabilidade,Receita,3520,Operacional,Mensalidade
2024-10-12,Papaya,Marketing,Agência,Despesa,3810,Financeiro,Lançamento
2024-01-17,Papaya,Pessoal,Encargos,Despesa,2026,Operacional,Lançamento
2024-06-27,Mdias,Receita de Serviços,BPO RH,Receita,14180,Marketing,Mensalidade
2024-02-11,Zov,Marketing,Meta Ads,Despesa,3410,Financeiro,Lançamento
2024-02-27,Papaya,Receita de Serviços,Certificado Digital,Despesa,414,Comercial,Lançamento
2024-07-28,Papaya,Receita de Serviços,BPO Financeiro,Receita,4328,Comercial,Mensalidade
2024-12-28,Zov,Receita de Serviços,Certificado Digital,Receita,8893,Marketing,Mensalidade
2024-07-13,Zov,Receita de Serviços,BPO RH,Receita,14092,Financeiro,Mensalidade
2024-05-12,Zov,Receita de Serviços,Contabilidade,Despesa,7366,RH,Lançamento
2024-08-28,Papaya,Pessoal,Salários,Despesa,1720,Operacional,Lançamento
2024-05-11,Mdias,Receita de Serviços,Certificado Digital,Receita,7668,Comercial,Mensalidade
2024-11-02,Mdias,Receita de Serviços,Certificado Digital,Receita,3556,Financeiro,Mensalidade
2024-03-14,Papaya,Marketing,Meta Ads,Despesa,1183,Operacional,Lançamento
2024-10-26,Mdias,Receita de Serviços,BPO Financeiro,Receita,12190,Financeiro,Mensalidade
2024-02-19,Zov,Receita de Serviços,Contabilidade,Despesa,4981,Financeiro,Lançamento
2024-08-17,Papaya,Receita de Serviços,BPO Financeiro,Receita,3193,Marketing,Mensalidade
2024-06-01,Mdias,Receita de Serviços,BPO RH,Despesa,9571,RH,Lançamento
2024-01-20,Zov,Impostos,INSS,Despesa,7823,Marketing,Lançamento
2024-08-15,Zov,Receita de Serviços,Certificado Digital,Despesa,10101,Operacional,Lançamento
2024-09-04,Zov,Receita de Serviços,Contabilidade,Receita,18772,RH,Mensalidade
2024-07-01,Papaya,Pessoal,Salários,Despesa,3420,Comercial,Lançamento
2024-10-28,Zov,Receita de Serviços,BPO Financeiro,Receita,7172,Comercial,Mensalidade
2024-04-24,Zov,Receita de Serviços,Contabilidade,Receita,2936,RH,Mensalidade
2024-09-11,Papaya,Receita de Serviços,BPO Financeiro,Receita,15841,Comercial,Mensalidade
2024-05-22,Mdias,Receita de Serviços,Certificado Digital,Receita,8916,RH,Mensalidade
2024-03-05,Mdias,Marketing,Google Ads,Despesa,3096,Comercial,Lançamento
2024-08-21,Zov,Receita de Serviços,BPO RH,Despesa,9824,Operacional,Lançamento
2024-08-24,Papaya,Receita de Serviços,Contabilidade,Receita,9731,Financeiro,Mensalidade
2024-07-20,Papaya,Impostos,INSS,Despesa,3010,Comercial,Lançamento
2024-09-09,Zov,Receita de Serviços,Contabilidade,Receita,19668,Operacional,Mensalidade
2024-02-15,Papaya,Marketing,Google Ads,Despesa,962,Financeiro,Lançamento
2024-12-19,Zov,Pessoal,Encargos,Despesa,6569,Comercial,Lançamento
2024-11-15,Zov,Marketing,Google Ads,Despesa,2473,Marketing,Lançamento
2024-05-05,Mdias,Pessoal,Encargos,Despesa,9300,RH,Lançamento
2024-02-19,Mdias,Receita de Serviços,BPO Financeiro,Despesa,1285,Comercial,Lançamento
2024-09-22,Papaya,Receita de Serviços,Certificado Digital,Receita,10202,Marketing,Mensalidade
2024-12-02,Zov,Receita de Serviços,Certificado Digital,Receita,17961,RH,Mensalidade
2024-09-07,Mdias,Operacional,SaaS,Despesa,7247,Marketing,Lançamento
2024-04-27,Papaya,Receita de Serviços,BPO Financeiro,Receita,9245,Comercial,Mensalidade
2024-08-20,Zov,Impostos,DAS,Despesa,4433,Marketing,Lançamento
2024-10-11,Mdias,Operacional,Infra,Despesa,2943,Comercial,Lançamento
2024-11-19,Papaya,Marketing,Eventos,Despesa,3197,Operacional,Lançamento
2024-01-07,Mdias,Marketing,Eventos,Despesa,9620,Operacional,Lançamento
2024-08-21,Zov,Receita de Serviços,Certificado Digital,Receita,4451,Marketing,Mensalidade
2024-11-22,Zov,Marketing,Meta Ads,Despesa,4798,Marketing,Lançamento
2024-05-12,Mdias,Pessoal,Benefícios,Despesa,3714,RH,Lançamento
2024-01-19,Papaya,Receita de Serviços,Contabilidade,Receita,7199,Comercial,Mensalidade
2024-06-25,Mdias,Operacional,SaaS,Despesa,6029,Marketing,Lançamento
2024-03-20,Mdias,Receita de Serviços,Contabilidade,Receita,16115,RH,Mensalidade
2024-05-28,Mdias,Receita de Serviços,Certificado Digital,Receita,2523,Marketing,Mensalidade
2024-08-17,Zov,Receita de Serviços,Certificado Digital,Receita,6149,Comercial,Mensalidade
2024-01-23,Mdias,Receita de Serviços,BPO Financeiro,Receita,17246,Comercial,Mensalidade
2024-07-23,Mdias,Receita de Serviços,BPO RH,Receita,4355,RH,Mensalidade
2024-07-20,Mdias,Receita de Serviços,Certificado Digital,Receita,11662,Comercial,Mensalidade
2024-07-14,Papaya,Receita de Serviços,Contabilidade,Receita,5460,Marketing,Mensalidade
2024-03-26,Papaya,Receita de Serviços,Certificado Digital,Receita,9756,Financeiro,Mensalidade
2024-09-01,Zov,Receita de Serviços,BPO Financeiro,Receita,8988,Comercial,Mensalidade
2024-11-16,Zov,Marketing,Agência,Despesa,8117,Operacional,Lançamento
2024-05-03,Mdias,Marketing,Agência,Despesa,460,Financeiro,Lançamento
2024-12-08,Zov,Receita de Serviços,BPO RH,Receita,5855,Marketing,Mensalidade
2024-06-12,Zov,Impostos,INSS,Despesa,9643,Comercial,Lançamento
2024-03-07,Zov,Receita de Serviços,Contabilidade,Receita,2137,RH,Mensalidade
2024-07-12,Papaya,Receita de Serviços,Certificado Digital,Receita,16982,Operacional,Mensalidade
2024-01-20,Mdias,Marketing,Eventos,Despesa,11469,Operacional,Lançamento
2024-09-07,Papaya,Receita de Serviços,BPO RH,Receita,16815,Marketing,Mensalidade
2024-07-04,Mdias,Marketing,Meta Ads,Despesa,11664,Operacional,Lançamento
2024-10-14,Mdias,Marketing,Eventos,Despesa,239,Marketing,Lançamento
2024-08-20,Mdias,Receita de Serviços,Contabilidade,Receita,4045,Financeiro,Mensalidade
2024-05-28,Mdias,Receita de Serviços,BPO Financeiro,Receita,6654,Financeiro,Mensalidade
2024-09-11,Zov,Receita de Serviços,Contabilidade,Receita,13588,Marketing,Mensalidade
2024-10-20,Papaya,Receita de Serviços,BPO Financeiro,Receita,5221,Financeiro,Mensalidade
2024-04-14,Papaya,Operacional,Ferramentas,Despesa,335,RH,Lançamento
2024-04-11,Mdias,Operacional,SaaS,Despesa,1651,Comercial,Lançamento
2024-10-21,Mdias,Receita de Serviços,BPO Financeiro,Receita,19627,RH,Mensalidade
2024-01-17,Papaya,Receita de Serviços,Certificado Digital,Receita,6857,Marketing,Mensalidade
2024-05-26,Papaya,Pessoal,Benefícios,Despesa,8256,Comercial,Lançamento
